id,ndb_no,food_group_code,long_description,short_description,common_name,company_name,survey,refuse_description,refuce,scientific_name,nitrogen_factor,protein_factor,fat_factor,cho_factor,food_group_id
3130,11406,1100,"Potatoes, frozen, french fried, par fried, cottage-cut, unprepared","POTATOES,FRZ,FRENCH FR,PAR FR,COTTAGE-CUT,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,11
3131,11407,1100,"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, without salt","POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,11
3132,11408,1100,"Potatoes, frozen, french fried, par fried, extruded, unprepared","POTATOES,FRZ,FRENCH FR,PAR FR,EXTRUDED,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,11
3133,11409,1100,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt","POTATOES,FRZ,FRCH FR,PAR FR,EXTRUDED,PREP,HTD OVEN,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,11
3134,11410,1100,"USDA Commodity, Potato wedges, frozen","USDA COMMODITY,POTATO WEDGES,FRZ",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3135,11411,1100,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased","POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,AS PRCH",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3136,11412,1100,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated","POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,OVEN-HTD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3137,11413,1100,"Potato flour","POTATO FLOUR",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3138,11414,1100,"Potato salad, home-prepared","POTATO SALAD,HOME-PREPARED",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3139,11416,1100,"Pumpkin flowers, raw","PUMPKIN FLOWERS,RAW",NULL,NULL,NULL,"Pistil and calyx",65,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3140,11417,1100,"Pumpkin flowers, cooked, boiled, drained, without salt","PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3141,11418,1100,"Pumpkin leaves, raw","PUMPKIN LEAVES,RAW",NULL,NULL,NULL,"Stem and tough leaves",59,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3142,11419,1100,"Pumpkin leaves, cooked, boiled, drained, without salt","PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3143,11422,1100,"Pumpkin, raw","PUMPKIN,RAW",NULL,NULL,Y,"Seeds, rind and stem",30,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3144,11423,1100,"Pumpkin, cooked, boiled, drained, without salt","PUMPKIN,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3145,11424,1100,"Pumpkin, canned, without salt","PUMPKIN,CND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3146,11426,1100,"Pumpkin pie mix, canned","PUMPKIN PIE MIX,CANNED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.90,8.40,3.80,11
3147,11427,1100,"Purslane, raw","PURSLANE,RAW",NULL,NULL,NULL,"Tough stems and leaves",24,"Portulaca oleracea",6.25,2.44,8.37,3.57,11
3148,11428,1100,"Purslane, cooked, boiled, drained, without salt","PURSLANE,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3149,11429,1100,"Radishes, raw","RADISHES,RAW",NULL,NULL,Y,"Stem ends, rootlets and trimmings",10,"Raphanus sativus",6.25,2.78,8.37,3.84,11
3150,11430,1100,"Radishes, oriental, raw","RADISHES,ORIENTAL,RAW",NULL,NULL,Y,"Tops and parings",21,"Raphanus sativus (Longipinratus Group)",6.25,2.78,8.37,3.84,11
3151,11431,1100,"Radishes, oriental, cooked, boiled, drained, without salt","RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3152,11432,1100,"Radishes, oriental, dried","RADISHES,ORIENTAL,DRIED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3153,11435,1100,"Rutabagas, raw","RUTABAGAS,RAW",NULL,NULL,Y,Parings,15,"Brassica napus var. napobrassica",6.25,2.78,8.37,3.84,11
3154,11436,1100,"Rutabagas, cooked, boiled, drained, without salt","RUTABAGAS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3155,11437,1100,"Salsify, (vegetable oyster), raw","SALSIFY,(VEG OYSTER),RAW",NULL,NULL,NULL,"Scrapings and rootlets",13,"Tragopogon porrifolius",6.25,2.78,8.37,3.84,11
3156,11438,1100,"Salsify, cooked, boiled, drained, without salt","SALSIFY,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3157,11439,1100,"Sauerkraut, canned, solids and liquids","SAUERKRAUT,CND,SOL&LIQUIDS",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3158,11442,1100,"Seaweed, agar, raw","SEAWEED,AGAR,RAW",NULL,NULL,Y,NULL,0,"Eucheuma spp.",6.25,2.44,8.37,3.57,11
3159,11444,1100,"Seaweed, irishmoss, raw","SEAWEED,IRISHMOSS,RAW",NULL,NULL,Y,NULL,0,"Chondrus crispus",6.25,2.44,8.37,3.57,11
3160,11445,1100,"Seaweed, kelp, raw","SEAWEED,KELP,RAW",NULL,NULL,Y,NULL,0,"Laminaria spp.",6.25,2.44,8.37,3.57,11
3161,11446,1100,"Seaweed, laver, raw","SEAWEED,LAVER,RAW",NULL,NULL,Y,NULL,0,"Porphyra laciniata",6.25,2.44,8.37,3.57,11
3162,11447,1100,"Sesbania flower, raw","SESBANIA FLOWER,RAW",NULL,NULL,NULL,"Stems, pistil and calyx",15,"Sesbania spp.",6.25,2.44,8.37,3.57,11
3163,11448,1100,"Sesbania flower, cooked, steamed, without salt","SESBANIA FLOWER,CKD,STMD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3164,11450,1100,"Soybeans, green, raw","SOYBEANS,GREEN,RAW",NULL,NULL,NULL,Pods,47,"Glycine max",6.25,3.47,8.37,4.07,11
3165,11451,1100,"Soybeans, green, cooked, boiled, drained, without salt","SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3166,11452,1100,"Soybeans, mature seeds, sprouted, raw","SOYBEANS,MATURE SEEDS,SPROUTED,RAW",NULL,NULL,NULL,NULL,0,"Glycine max",6.25,2.44,8.37,3.57,11
3167,11453,1100,"Soybeans, mature seeds, sprouted, cooked, steamed","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3168,11454,1100,"Soybeans, mature seeds, sprouted, cooked, stir-fried","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3169,11457,1100,"Spinach, raw","SPINACH,RAW",NULL,NULL,Y,"Large stems and roots",28,"Spinacia oleracea",6.25,2.44,8.37,3.57,11
3170,11458,1100,"Spinach, cooked, boiled, drained, without salt","SPINACH,CKD,BLD,DRND,WO/ SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3171,11459,1100,"Spinach, canned, regular pack, solids and liquids","SPINACH,CND,REG PK,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3172,11461,1100,"Spinach, canned, regular pack, drained solids","SPINACH,CND,REG PK,DRND SOL",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3173,11463,1100,"Spinach, frozen, chopped or leaf, unprepared","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",NULL,NULL,Y,NULL,0,NULL,NULL,2.44,8.37,3.57,11
3174,11464,1100,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt","SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3175,11467,1100,"Squash, summer, crookneck and straightneck, raw","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",NULL,NULL,NULL,Ends,1,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3176,11468,1100,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt","SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3177,11471,1100,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3178,11473,1100,"Squash, summer, crookneck and straightneck, frozen, unprepared","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3179,11474,1100,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3180,11475,1100,"Squash, summer, scallop, raw","SQUASH,SUMMER,SCALLOP,RAW",NULL,NULL,NULL,"Stem ends",2,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3181,11476,1100,"Squash, summer, scallop, cooked, boiled, drained, without salt","SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3182,11477,1100,"Squash, summer, zucchini, includes skin, raw","SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",NULL,NULL,Y,Ends,5,NULL,NULL,2.44,8.37,3.57,11
3183,11478,1100,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt","SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3184,11479,1100,"Squash, summer, zucchini, includes skin, frozen, unprepared","SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3185,11480,1100,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt","SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3186,11481,1100,"Squash, summer, zucchini, italian style, canned","SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",NULL,NULL,NULL,NULL,0,NULL,6.25,2.50,8.40,3.70,11
3187,11482,1100,"Squash, winter, acorn, raw","SQUASH,WINTER,ACORN,RAW",NULL,NULL,NULL,Rind,24,"Cucurbita maxima",6.25,2.44,8.37,3.57,11
3188,11483,1100,"Squash, winter, acorn, cooked, baked, without salt","SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",NULL,NULL,NULL,Rind,20,NULL,6.25,2.44,8.37,3.57,11
3189,11484,1100,"Squash, winter, acorn, cooked, boiled, mashed, without salt","SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3190,11485,1100,"Squash, winter, butternut, raw","SQUASH,WNTR,BUTTERNUT,RAW",NULL,NULL,NULL,"Seeds, rind and trimmings",16,"Cucurbita moschata",6.25,2.44,8.37,3.57,11
3191,11486,1100,"Squash, winter, butternut, cooked, baked, without salt","SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3192,11487,1100,"Squash, winter, butternut, frozen, unprepared","SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3193,11488,1100,"Squash, winter, butternut, frozen, cooked, boiled, without salt","SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3194,11489,1100,"Squash, winter, hubbard, raw","SQUASH,WINTER,HUBBARD,RAW",NULL,NULL,NULL,"Seeds, rind, trimmings and cutting loss",36,"Cucurbita maxima",6.25,2.44,8.37,3.57,11
3195,11490,1100,"Squash, winter, hubbard, cooked, baked, without salt","SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3196,11491,1100,"Squash, winter, hubbard, cooked, boiled, mashed, without salt","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3197,11492,1100,"Squash, winter, spaghetti, raw","SQUASH,WNTR,SPAGHETTI,RAW",NULL,NULL,NULL,"Rind and seeds",29,"Cucurbita spp.",6.25,2.44,8.37,3.57,11
3198,11493,1100,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt","SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3199,11495,1100,"Succotash, (corn and limas), raw","SUCCOTASH,(CORN&LIMAS),RAW",NULL,NULL,NULL,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3200,11496,1100,"Succotash, (corn and limas), cooked, boiled, drained, without salt","SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3201,11497,1100,"Succotash, (corn and limas), canned, with cream style corn","SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",NULL,NULL,NULL,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3202,11499,1100,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids","SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3203,11501,1100,"Succotash, (corn and limas), frozen, unprepared","SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3204,11502,1100,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt","SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.72,8.37,3.71,11
3205,11503,1100,"Swamp cabbage, (skunk cabbage), raw","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",NULL,NULL,NULL,"Tough stems",23,"Ipomoea aquatica",6.25,2.44,8.37,3.57,11
3206,11504,1100,"Swamp cabbage, cooked, boiled, drained, without salt","SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3207,11505,1100,"Sweet potato leaves, raw","SWEET POTATO LEAVES,RAW","Sweetpotato leaves",NULL,NULL,"Tough stems and bruised leaves",6,"Ipomoea batatas",6.25,2.44,8.37,3.57,11
3208,11506,1100,"Sweet potato leaves, cooked, steamed, without salt","SWEET POTATO LEAVES,CKD,STMD,WO/ SALT","Sweetpotato leaves",NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3209,11507,1100,"Sweet potato, raw, unprepared","SWEET POTATO,RAW,UNPREP","Sweetpotato, Includes USDA commodity food A230",NULL,Y,"Parings and trimmings",28,"Ipomoea batatas",6.25,2.78,8.37,4.03,11
3210,11508,1100,"Sweet potato, cooked, baked in skin, without salt","SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",Sweetpotato,NULL,Y,Skin,22,NULL,6.25,2.78,8.37,4.03,11
3211,11510,1100,"Sweet potato, cooked, boiled, without skin","SWEET POTATO,CKD,BLD,WO/ SKN",Sweetpotato,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3212,11512,1100,"Sweet potato, canned, vacuum pack","SWEETPOTATO,CND,VACUUM PK",Sweetpotato,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3213,11514,1100,"Sweet potato, canned, mashed","SWEET POTATO,CND,MSHD",Sweetpotato,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3214,11516,1100,"Sweet potato, frozen, unprepared","SWEET POTATO,FRZ,UNPREP",Sweetpotato,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3215,11517,1100,"Sweet potato, frozen, cooked, baked, without salt","SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",Sweetpotato,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3216,11518,1100,"Taro, raw","TARO,RAW",NULL,NULL,Y,"Ends and skin",14,"Colocasia esculenta",6.25,2.78,8.37,4.03,11
3217,11519,1100,"Taro, cooked, without salt","TARO,COOKED,WITHOUT SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3218,11520,1100,"Taro leaves, raw","TARO LEAVES,RAW",NULL,NULL,Y,"Stem, midrib and tough leaves",40,"Colocasia esculenta",6.25,2.44,8.37,3.57,11
3219,11521,1100,"Taro leaves, cooked, steamed, without salt","TARO LEAVES,CKD,STMD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3220,11522,1100,"Taro shoots, raw","TARO SHOOTS,RAW",NULL,NULL,NULL,Ends,12,"Colocasia esculenta",6.25,2.44,8.37,3.57,11
3221,11523,1100,"Taro shoots, cooked, without salt","TARO SHOOTS,CKD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3222,11525,1100,"Taro, tahitian, raw","TARO,TAHITIAN,RAW",NULL,NULL,NULL,NULL,NULL,"Colocasia esculenta",6.25,2.78,8.37,4.03,11
3223,11526,1100,"Taro, tahitian, cooked, without salt","TARO,TAHITIAN,CKD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3224,11527,1100,"Tomatoes, green, raw","TOMATOES,GREEN,RAW",NULL,NULL,Y,"Core and stem ends",9,"Lycopersicon esculentum",6.25,2.44,8.37,3.57,11
3225,11529,1100,"Tomatoes, red, ripe, raw, year round average","TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE","Includes USDA commodity food A238, A233",NULL,Y,"Core and stem ends",9,"Lycopersicon esculentum",6.25,2.44,8.37,3.57,11
3226,11530,1100,"Tomatoes, red, ripe, cooked","TOMATOES,RED,RIPE,CKD",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3227,11531,1100,"Tomatoes, red, ripe, canned, packed in tomato juice","TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3228,11533,1100,"Tomatoes, red, ripe, canned, stewed","TOMATOES,RED,RIPE,CND,STWD",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3229,11537,1100,"Tomatoes, red, ripe, canned, with green chilies","TOMATOES,RED,RIPE,CND,W/GRN CHILIES",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3230,11540,1100,"Tomato juice, canned, with salt added","TOMATO JUC,CND,W/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3231,11546,1100,"Tomato products, canned, paste, without salt added","TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3232,11547,1100,"Tomato products, canned, puree, without salt added","TOMATO PRODUCTS,CND,PUREE,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3233,11548,1100,"Tomato powder","TOMATO POWDER",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3234,11549,1100,"Tomato products, canned, sauce","TOMATO PRODUCTS,CND,SAU",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3235,11551,1100,"Tomato products, canned, sauce, with mushrooms","TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3236,11553,1100,"Tomato products, canned, sauce, with onions","TOMATO PRODUCTS,CND,SAU,W/ONIONS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.60,8.40,3.70,11
3237,11555,1100,"Tomato products, canned, sauce, with herbs and cheese","TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",NULL,NULL,NULL,NULL,0,NULL,6.28,3.00,8.80,3.50,11
3238,11557,1100,"Tomato products, canned, sauce, with onions, green peppers, and celery","TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",NULL,NULL,Y,NULL,0,NULL,6.25,2.40,8.40,3.70,11
3239,11559,1100,"Tomato products, canned, sauce, with tomato tidbits","TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3240,11563,1100,"Tree fern, cooked, without salt","TREE FERN,CKD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3241,11564,1100,"Turnips, raw","TURNIPS,RAW",NULL,NULL,Y,Parings,19,"Brassica rapa (Rapifera Group)",6.25,2.78,8.37,3.84,11
3242,11565,1100,"Turnips, cooked, boiled, drained, without salt","TURNIPS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3243,11566,1100,"Turnips, frozen, unprepared","TURNIPS,FROZEN,UNPREPARED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3244,11567,1100,"Turnips, frozen, cooked, boiled, drained, without salt","TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3245,11568,1100,"Turnip greens, raw","TURNIP GREENS,RAW",NULL,NULL,NULL,"Root crown, tough stems and discarded leaves",30,"Brassica rapa (Rapifera Group)",6.25,2.44,8.37,3.57,11
3246,11569,1100,"Turnip greens, cooked, boiled, drained, without salt","TURNIP GRNS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3247,11570,1100,"Turnip greens, canned, solids and liquids","TURNIP GRNS,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3248,11574,1100,"Turnip greens, frozen, unprepared","TURNIP GRNS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3249,11575,1100,"Turnip greens, frozen, cooked, boiled, drained, without salt","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3250,11576,1100,"Turnip greens and turnips, frozen, unprepared","TURNIP GRNS&TURNIPS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3251,11577,1100,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt","TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,NULL,11
3252,11578,1100,"Vegetable juice cocktail, canned","VEGETABLE JUC COCKTAIL,CND",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3253,11579,1100,"Vegetables, mixed, canned, solids and liquids","VEGETABLES,MXD,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3254,11581,1100,"Vegetables, mixed, canned, drained solids","VEGETABLES,MXD,CND,DRND SOL",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3255,11583,1100,"Vegetables, mixed, frozen, unprepared","VEGETABLES,MXD,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,NULL,NULL,NULL,11
3256,11584,1100,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt","VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,NULL,11
3257,11587,1100,"Vinespinach, (basella), raw","VINESPINACH,(BASELLA),RAW",NULL,NULL,NULL,NULL,0,"Basella alba",6.25,2.44,8.37,3.57,11
3258,11588,1100,"Waterchestnuts, chinese, (matai), raw","WATERCHESTNUTS,CHINESE,(MATAI),RAW",NULL,NULL,Y,Skin,23,"Eleocharis dulcis",6.25,2.78,8.37,3.84,11
3259,11590,1100,"Waterchestnuts, chinese, canned, solids and liquids","WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3260,11591,1100,"Watercress, raw","WATERCRESS,RAW",NULL,NULL,Y,"Tough stems and ends",8,"Nasturtium officinale",6.25,2.44,8.37,3.57,11
3261,11593,1100,"Waxgourd, (chinese preserving melon), raw","WAXGOURD,(CHINESE PRESERVING MELON),RAW",NULL,NULL,NULL,"Stem, center and skin",29,"Benincasa hispida",6.25,2.44,8.37,3.57,11
3262,11594,1100,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt","WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3263,11595,1100,"Winged beans, immature seeds, raw","WINGED BNS,IMMAT SEEDS,RAW",NULL,NULL,NULL,Ends,2,"Psophocarpus tetragonolobus",6.25,3.47,8.37,4.07,11
3264,11596,1100,"Winged beans, immature seeds, cooked, boiled, drained, without salt","WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3265,11597,1100,"Winged bean leaves, raw","WINGED BEAN LEAVES,RAW",NULL,NULL,NULL,NULL,NULL,"Psophocarpus tetragonolobus",6.25,2.44,8.37,3.57,11
3266,11599,1100,"Winged bean tuber, raw","WINGED BEAN TUBER,RAW",NULL,NULL,NULL,NULL,NULL,"Psophocarpus tetragonolobus",6.25,2.78,8.37,3.84,11
3267,11601,1100,"Yam, raw","YAM,RAW",NULL,NULL,Y,Skin,14,"Dioscorea spp.",6.25,2.78,8.37,4.03,11
