id,ndb_no,food_group_code,long_description,short_description,common_name,company_name,survey,refuse_description,refuce,scientific_name,nitrogen_factor,protein_factor,fat_factor,cho_factor,food_group_id
2995,11241,1100,"Kohlrabi, raw","KOHLRABI,RAW",NULL,NULL,Y,"Leaves, stems and parings",54,"Brassica oleracea (Gongylodes Group)",6.25,2.44,8.37,3.57,11
2996,11242,1100,"Kohlrabi, cooked, boiled, drained, without salt","KOHLRABI,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
2997,11243,1100,"Mushrooms, portabella, grilled","MUSHROOMS,PORTABELLA,GRILLED",Portobello,NULL,NULL,NULL,0,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
2998,11244,1100,"Lambsquarters, raw","LAMBSQUARTERS,RAW",NULL,NULL,NULL,NULL,NULL,"Chenopodium album",6.25,2.44,8.37,3.57,11
2999,11245,1100,"Lambsquarters, cooked, boiled, drained, without salt","LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3000,11246,1100,"Leeks, (bulb and lower leaf-portion), raw","LEEKS,(BULB&LOWER LEAF-PORTION),RAW",NULL,NULL,Y,"Tops, root end and skin",56,"Allium ampeloprasum",6.25,2.78,8.37,3.84,11
3001,11247,1100,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt","LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3002,11248,1100,"Lentils, sprouted, raw","LENTILS,SPROUTED,RAW",NULL,NULL,NULL,NULL,0,"Lens culinaris",6.25,2.44,8.37,3.57,11
3003,11249,1100,"Lentils, sprouted, cooked, stir-fried, without salt","LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3004,11250,1100,"Lettuce, butterhead (includes boston and bibb types), raw","LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",NULL,NULL,Y,"Outer leaves and core",26,"Lactuca sativa var. capitata",6.25,2.44,8.37,3.57,11
3005,11251,1100,"Lettuce, cos or romaine, raw","LETTUCE,COS OR ROMAINE,RAW",NULL,NULL,Y,Core,6,"Lactuca sativa var. logifolia",6.25,2.44,8.37,3.57,11
3006,11252,1100,"Lettuce, iceberg (includes crisphead types), raw","LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",NULL,NULL,Y,Core,5,"Lactuca sativa var. capitata",6.25,2.44,8.37,3.57,11
3007,11253,1100,"Lettuce, green leaf, raw","LETTUCE,GRN LEAF,RAW",NULL,NULL,Y,"Outer leaves, core and trimmings",36,"Lactuca sativa var. crispa",6.25,2.44,8.37,3.57,11
3008,11254,1100,"Lotus root, raw","LOTUS ROOT,RAW",NULL,NULL,NULL,"Skins and ends of lobes",21,"Nelumbo nucifera",6.25,2.78,8.37,3.84,11
3009,11255,1100,"Lotus root, cooked, boiled, drained, without salt","LOTUS ROOT,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3010,11257,1100,"Lettuce, red leaf, raw","LETTUCE,RED LEAF,RAW",NULL,NULL,NULL,"Core and damaged outer leaves",20,"Lactuca sativa var. crispa",NULL,NULL,NULL,NULL,11
3011,11258,1100,"Mountain yam, hawaii, raw","MOUNTAIN YAM,HAWAII,RAW",NULL,NULL,NULL,"Ends and skin",17,"Dioscorea pentaphylla",6.25,2.78,8.37,3.84,11
3012,11259,1100,"Mountain yam, hawaii, cooked, steamed, without salt","MOUNTAIN YAM,HAWAII,CKD,STMD,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3013,11260,1100,"Mushrooms, white, raw","MUSHROOMS,WHITE,RAW",NULL,NULL,Y,Trimmings,3,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
3014,11261,1100,"Mushrooms, white, cooked, boiled, drained, without salt","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",NULL,NULL,Y,NULL,0,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
3015,11263,1100,"Mushrooms, white, stir-fried","MUSHROOMS,WHITE,STIR-FRIED",NULL,NULL,NULL,NULL,0,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
3016,11264,1100,"Mushrooms, canned, drained solids","MUSHROOMS,CND,DRND SOL",NULL,NULL,Y,NULL,0,NULL,6.25,2.62,8.37,3.48,11
3017,11265,1100,"Mushrooms, portabella, raw","MUSHROOMS,PORTABELLA,RAW",Portabello,NULL,NULL,Trimmings,3,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
3018,11266,1100,"Mushrooms, brown, Italian, or Crimini, raw","MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",NULL,NULL,NULL,Trimmings,3,"Agaricus bisporus",6.25,2.62,8.37,3.48,11
3019,11267,1100,"Mushrooms, shiitake, stir-fried","MUSHROOMS,SHIITAKE,STIR-FRIED",NULL,NULL,NULL,NULL,0,"Lentinus edodes",6.25,2.62,8.37,3.48,11
3020,11268,1100,"Mushrooms, shiitake, dried","MUSHROOMS,SHIITAKE,DRIED",NULL,NULL,Y,NULL,0,"Lentinus edodes",6.25,2.62,8.37,3.48,11
3021,11269,1100,"Mushrooms, shiitake, cooked, without salt","MUSHROOMS,SHIITAKE,CKD,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.62,8.37,3.48,11
3022,11270,1100,"Mustard greens, raw","MUSTARD GREENS,RAW",NULL,NULL,Y,Bases,7,"Brassica juncea",6.25,2.44,8.37,3.57,11
3023,11271,1100,"Mustard greens, cooked, boiled, drained, without salt","MUSTARD GRNS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3024,11272,1100,"Mustard greens, frozen, unprepared","MUSTARD GRNS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3025,11273,1100,"Mustard greens, frozen, cooked, boiled, drained, without salt","MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3026,11274,1100,"Mustard spinach, (tendergreen), raw","MUSTARD SPINACH,(TENDERGREEN),RAW",NULL,NULL,NULL,Trimmings,7,"Brassica rapa (Perviridis Group)",6.25,2.44,8.37,3.57,11
3027,11275,1100,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt","MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3028,11276,1100,"New Zealand spinach, raw","NEW ZEALAND SPINACH,RAW",NULL,NULL,NULL,"Large stems and roots",28,"Tetragonia tetragonioides",6.25,2.44,8.37,3.57,11
3029,11277,1100,"New Zealand spinach, cooked, boiled, drained, without salt","NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3030,11278,1100,"Okra, raw","OKRA,RAW",NULL,NULL,Y,"Crown and tips",14,"Abelmoschus esculentus",6.25,2.44,8.37,3.57,11
3031,11279,1100,"Okra, cooked, boiled, drained, without salt","OKRA,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3032,11280,1100,"Okra, frozen, unprepared","OKRA,FROZEN,UNPREPARED",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3033,11281,1100,"Okra, frozen, cooked, boiled, drained, without salt","OKRA,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3034,11282,1100,"Onions, raw","ONIONS,RAW",NULL,NULL,Y,"Stem ends, sprouts and defects",10,"Allium cepa",6.25,2.78,8.37,3.84,11
3035,11283,1100,"Onions, cooked, boiled, drained, without salt","ONIONS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3036,11284,1100,"Onions, dehydrated flakes","ONIONS,DEHYDRATED FLAKES",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3037,11285,1100,"Onions, canned, solids and liquids","ONIONS,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3038,11286,1100,"Onions, yellow, sauteed","ONIONS,YEL,SAUTEED",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3039,11287,1100,"Onions, frozen, chopped, unprepared","ONIONS,FRZ,CHOPD,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3040,11288,1100,"Onions, frozen, chopped, cooked, boiled, drained, without salt","ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3041,11289,1100,"Onions, frozen, whole, unprepared","ONIONS,FRZ,WHL,UNPREP",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3042,11290,1100,"Onions, frozen, whole, cooked, boiled, drained, without salt","ONIONS,FRZ,WHL,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3043,11291,1100,"Onions, spring or scallions (includes tops and bulb), raw","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",NULL,NULL,Y,Rootlets,4,"Allium cepa or Allium fistulosum",6.25,2.44,8.37,3.57,11
3044,11292,1100,"Onions, young green, tops only","ONIONS,YOUNG GRN,TOPS ONLY",NULL,NULL,Y,NULL,0,"Allium cepa",NULL,2.44,8.37,3.57,11
3045,11293,1100,"Onions, welsh, raw","ONIONS,WELSH,RAW",NULL,NULL,NULL,"Leaf tops and roots",35,"Allium fistulosum",6.25,2.78,8.37,3.84,11
3046,11294,1100,"Onions, sweet, raw","ONIONS,SWT,RAW",NULL,NULL,NULL,"Stem, root, and two outermost layers",16,"Allium cepa",NULL,2.78,8.37,3.84,11
3047,11295,1100,"Onion rings, breaded, par fried, frozen, unprepared","ONION RINGS,BREADED,PAR FR,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.07,3.70,8.80,4.00,11
3048,11296,1100,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","ONION RINGS,BREADED,PAR FR,FRZ,PREP,HTD IN OVEN",NULL,NULL,NULL,NULL,0,NULL,6.07,3.70,8.80,4.00,11
3049,11297,1100,"Parsley, raw","PARSLEY,RAW",NULL,NULL,Y,"Tough stems",5,"Petroselinum crispum",6.25,2.44,8.37,3.57,11
3050,11298,1100,"Parsnips, raw","PARSNIPS,RAW",NULL,NULL,NULL,Parings,15,"Pastinaca sativa",6.25,2.78,8.37,3.84,11
3051,11299,1100,"Parsnips, cooked, boiled, drained, without salt","PARSNIPS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,3.84,11
3052,11300,1100,"Peas, edible-podded, raw","PEAS,EDIBLE-PODDED,RAW","Snowpeas, Sugar snap peas",NULL,Y,"Ends and strings",6,"Pisum sativum",6.25,3.47,8.37,4.07,11
3053,11301,1100,"Peas, edible-podded, boiled, drained, without salt","PEAS,EDIBLE-PODDED,BLD,DRND,WO/ SALT","Sugar snap peas, Snowpeas",NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3054,11302,1100,"Peas, edible-podded, frozen, unprepared","PEAS,EDIBLE-PODDED,FRZ,UNPREP","Sugar snap peas, Snowpeas",NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3055,11303,1100,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT","Sugar snap peas, Snowpeas",NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3056,11304,1100,"Peas, green, raw","PEAS,GREEN,RAW",NULL,NULL,Y,"Pods and inedible peas",62,"Pisum sativum",6.25,3.47,8.37,4.07,11
3057,11305,1100,"Peas, green, cooked, boiled, drained, without salt","PEAS,GRN,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3058,11306,1100,"Peas, green, canned, regular pack, solids and liquids","PEAS,GRN,CND,REG PK,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3059,11308,1100,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared","PEAS,GRN (INCLUDES BABY & LESUER TYPES),CND,DRND SOL,UNPREP",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3060,11310,1100,"Peas, green, canned, seasoned, solids and liquids","PEAS,GRN,CND,SEASONED,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3061,11312,1100,"Peas, green, frozen, unprepared","PEAS,GRN,FRZ,UNPREP",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3062,11313,1100,"Peas, green, frozen, cooked, boiled, drained, without salt","PEAS,GRN,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3063,11316,1100,"Peas, mature seeds, sprouted, raw","PEAS,MATURE SEEDS,SPROUTED,RAW",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3064,11317,1100,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt","PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3065,11318,1100,"Peas and carrots, canned, regular pack, solids and liquids","PEAS&CARROTS,CND,REG PK,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,3.98,8.37,3.16,11
3066,11322,1100,"Peas and carrots, frozen, unprepared","PEAS&CARROTS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,3.98,8.37,3.16,11
3067,11323,1100,"Peas and carrots, frozen, cooked, boiled, drained, without salt","PEAS&CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,3.98,8.37,3.16,11
3068,11324,1100,"Peas and onions, canned, solids and liquids","PEAS&ONIONS,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,3.40,8.37,4.00,11
3069,11326,1100,"Peas and onions, frozen, unprepared","PEAS&ONIONS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,3.40,8.37,4.00,11
3070,11327,1100,"Peas and onions, frozen, cooked, boiled, drained, without salt","PEAS&ONIONS,FRZ,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,3.40,8.37,4.00,11
3071,11329,1100,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids","PEPPERS,HOT CHILI,GRN,CND,PODS,EXCLUDING SEEDS,SOL&LIQUIDS",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3072,11333,1100,"Peppers, sweet, green, raw","PEPPERS,SWT,GRN,RAW",NULL,NULL,Y,"Stem ends, seeds and core",18,"Capsicum annuum",6.25,2.44,8.37,3.57,11
3073,11334,1100,"Peppers, sweet, green, cooked, boiled, drained, without salt","PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3074,11335,1100,"Peppers, sweet, green, canned, solids and liquids","PEPPERS,SWT,GRN,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3075,11337,1100,"Peppers, sweet, green, frozen, chopped, unprepared","PEPPERS,SWT,GRN,FRZ,CHOPD,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3076,11338,1100,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt","PEPPERS,SWT,GRN,FRZ,CHOPD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3077,11339,1100,"Peppers, sweet, green, sauteed","PEPPERS,SWT,GRN,SAUTEED",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3078,11344,1100,"Pigeonpeas, immature seeds, raw","PIGEONPEAS,IMMAT SEEDS,RAW",NULL,NULL,Y,Pods,52,"Cajanus cajan",6.25,3.47,8.37,4.07,11
3079,11345,1100,"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,3.47,8.37,4.07,11
3080,11349,1100,Poi,POI,NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3081,11350,1100,"Pokeberry shoots, (poke), raw","POKEBERRY SHOOTS,(POKE),RAW",NULL,NULL,NULL,NULL,NULL,"Phytolacca americana",6.25,2.44,8.37,3.57,11
3082,11351,1100,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt","POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.44,8.37,3.57,11
3083,11352,1100,"Potato, flesh and skin, raw","POTATO,FLESH & SKN,RAW",NULL,NULL,Y,"Parings and trimmings",25,"Solanum tuberosum",6.25,2.78,8.37,4.03,11
3084,11353,1100,"Potatoes, russet, flesh and skin, raw","POTATOES,RUSSET,FLESH & SKN,RAW","Includes USDA commodity food A214",NULL,NULL,NULL,0,"Solanum tuberosum",6.25,2.78,8.37,4.03,11
3085,11354,1100,"Potatoes, white, flesh and skin, raw","POTATOES,WHITE,FLESH & SKN,RAW","Includes USDA commodity food A215",NULL,NULL,NULL,0,"Solanum tuberosum",6.25,2.78,8.37,4.03,11
3086,11355,1100,"Potatoes, red, flesh and skin, raw","POTATOES,RED,FLESH & SKN,RAW",NULL,NULL,NULL,NULL,0,"Solanum tuberosum",6.25,2.78,8.37,4.03,11
3087,11356,1100,"Potatoes, Russet, flesh and skin, baked","POTATOES,RUSSET,FLESH & SKN,BKD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3088,11357,1100,"Potatoes, white, flesh and skin, baked","POTATOES,WHITE,FLESH & SKN,BKD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3089,11358,1100,"Potatoes, red, flesh and skin, baked","POTATOES,RED,FLESH & SKN,BKD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3090,11359,1100,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased","POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3091,11360,1100,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated","POTATOES,FR FR,CRNKL/REG CUT,SALT ADDED IN PROC,FRZ,OVEN-HTD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3092,11362,1100,"Potatoes, raw, skin","POTATOES,RAW,SKIN",NULL,NULL,NULL,NULL,0,"Solanum tuberosum",6.25,2.78,8.37,4.03,11
3093,11363,1100,"Potatoes, baked, flesh, without salt","POTATOES,BKD,FLESH,WO/SALT",NULL,NULL,Y,"Skin and adhering flesh",23,NULL,6.25,2.78,8.37,4.03,11
3094,11364,1100,"Potatoes, baked, skin, without salt","POTATOES,BKD,SKN,WO/SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3095,11365,1100,"Potatoes, boiled, cooked in skin, flesh, without salt","POTATOES,BLD,CKD IN SKN,FLESH,WO/SALT",NULL,NULL,Y,"Skins and eyes",9,NULL,6.25,2.78,8.37,4.03,11
3096,11366,1100,"Potatoes, boiled, cooked in skin, skin, without salt","POTATOES,BLD,CKD IN SKN,SKN,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3097,11367,1100,"Potatoes, boiled, cooked without skin, flesh, without salt","POTATOES,BLD,CKD WO/ SKN,FLESH,WO/ SALT",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3098,11368,1100,"Potatoes, microwaved, cooked in skin, flesh, without salt","POTATOES,MICROWAVED,CKD IN SKN,FLESH,WO/SALT",NULL,NULL,NULL,"Skin and adhering flesh",23,NULL,6.25,2.78,8.37,4.03,11
3099,11369,1100,"Potatoes, microwaved, cooked in skin, skin, without salt","POTATOES,MICROWAVED,CKD IN SKN,SKN,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3100,11370,1100,"Potatoes, hashed brown, home-prepared","POTATOES,HASHED BROWN,HOME-PREPARED",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3101,11371,1100,"Potatoes, mashed, home-prepared, whole milk and margarine added","POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3102,11372,1100,"Potatoes, scalloped, home-prepared with butter","POTATOES,SCALLPD,HOME-PREPARED W/BUTTER",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,11
3103,11373,1100,"Potatoes, au gratin, home-prepared from recipe using butter","POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,11
3104,11374,1100,"Potatoes, canned, solids and liquids","POTATOES,CND,SOL&LIQUIDS",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3105,11376,1100,"Potatoes, canned, drained solids","POTATOES,CND,DRND SOL",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3106,11378,1100,"Potatoes, mashed, dehydrated, flakes without milk, dry form","POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM","Include USDA Commodity food A200",NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3107,11379,1100,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added","POTATOES,MSHD,DEHYD,PREP FROM FLAKES WO/ MILK,WHL MILK & BUT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3108,11380,1100,"Potatoes, mashed, dehydrated, granules without milk, dry form","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3109,11381,1100,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added","POTATOES,MSHD,DEHYD,PREP FR GRNLS WO/MILK,WHL MILK&BUTTER",NULL,NULL,NULL,NULL,0,NULL,6.29,3.21,8.82,4.02,11
3110,11382,1100,"Potatoes, mashed, dehydrated, granules with milk, dry form","POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",NULL,NULL,Y,NULL,0,NULL,6.29,3.21,8.82,4.02,11
3111,11383,1100,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added","POTATOES,MSHD,DEHYD,PREP FROM GRAN W/ MILK,H2O & MARG ADDED",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3112,11384,1100,"Potatoes, au gratin, dry mix, unprepared","POTATOES,AU GRATIN,DRY MIX,UNPREP",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,11
3113,11385,1100,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter","POTATOES,AU GRATIN,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,11
3114,11386,1100,"Potatoes, scalloped, dry mix, unprepared","POTATOES,SCALLPD,DRY MIX,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3115,11387,1100,"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter","POTATOES,SCALLPD,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3116,11390,1100,"Potatoes, hashed brown, frozen, plain, unprepared","POTATOES,HASHED BROWN,FRZ,PLN,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3117,11391,1100,"Potatoes, hashed brown, frozen, plain, prepared","POTATOES,HASHED BROWN,FRZ,PLN,PREP",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3118,11392,1100,"Potatoes, hashed brown, frozen, with butter sauce, unprepared","POTATOES,HASHED BROWN,FRZ,W/BUTTER SAU,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3119,11393,1100,"Potatoes, hashed brown, frozen, with butter sauce, prepared","POTATOES,HASHED BROWN,FRZ,W/BUTTER SAU,PREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3120,11394,1100,"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased","POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3121,11395,1100,"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated","POTATOES,FRENCH FR,SHOESTRNG,SALT ADDED IN PROC,FRZ,OVEN-HTD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11
3122,11396,1100,"Potatoes, o'brien, frozen, unprepared","POTATOES,O'BRIEN,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.70,8.40,4.00,11
3123,11397,1100,"Potatoes, o'brien, frozen, prepared","POTATOES,O'BRIEN,FRZ,PREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.70,8.40,4.00,11
3124,11398,1100,"Potato puffs, frozen, unprepared","POTATO PUFFS,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3125,11399,1100,"Potato puffs, frozen, oven-heated","POTATO PUFFS,FRZ,OVEN-HEATED",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3126,11400,1100,"Potatoes, frozen, whole, unprepared","POTATOES,FRZ,WHL,UNPREP",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3127,11401,1100,"Potatoes, frozen, whole, cooked, boiled, drained, without salt","POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,2.78,8.37,4.03,11
3128,11402,1100,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared","POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,UNPREP",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,11
3129,11403,1100,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated","POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,8.80,2.80,11
